CollatzOperationalized.verify_seed_1	N	301
CollatzOperationalized.verify_seed_6	N	301
CollatzOperationalized.verify_seed_4	N	301
CollatzOperationalized.verify_seed_77031	N	301
CollatzOperationalized.verify_seed_5._proof_1_2	B	445
CollatzOperationalized.verify_seed_9._proof_1_2	B	445
CollatzOperationalized.paradox_is_absorbing	N	11
CollatzOperationalized.engagr_paradox_condition	N	9
CollatzOperationalized.branchMerge.eq_1	N	11
CollatzOperationalized.terminal421Cycle.eq_1	N	7
CollatzOperationalized.collatz_criticality_monad	N	9
CollatzOperationalized.terminal_cycle_T_2	T	1618
CollatzOperationalized.automaton_is_conjecture	N	7
CollatzOperationalized.terminal_cycle_T3	T	2056
CollatzOperationalized.Status.odd.sizeOf_spec	N	15
CollatzOperationalized.fsplit.eq_1	N	13
CollatzOperationalized.collatz_top_is_imscriptive_closure	N	9
CollatzOperationalized.collatz_is_O₂._proof_1_1	B	23
CollatzOperationalized.verify_seed_6._proof_1_2	B	445
CollatzOperationalized.verify_seed_6171._proof_1_2	B	445
CollatzOperationalized.verify_seed_7._proof_1_2	B	445
CollatzOperationalized.fp1_closure._proof_1_3	T	22264
CollatzOperationalized.instDecidableEqStatus._proof_2	N	41
CollatzOperationalized.collatz_frobenius_closed	T	5500
CollatzOperationalized.terminal_cycle_T3._proof_1_3	B	1331
CollatzOperationalized.Status.paradox.sizeOf_spec	N	15
CollatzOperationalized.Status.even.sizeOf_spec	N	15
CollatzOperationalized.verify_seed_3	N	301
CollatzOperationalized.frobenius_identity	N	5
CollatzOperationalized.verify_seed_27	N	301
CollatzOperationalized.collatz_kinetics_frozen	N	9
CollatzOperationalized.Branch.ofNat_ctorIdx	T	30
CollatzOperationalized.conjecture_is_O₂	N	3
CollatzOperationalized.terminal_cycle_closed	T	5347
CollatzOperationalized.collatz_reference_is_O_inf._proof_1_1	B	23
CollatzOperationalized.verify_seed_7	N	301
CollatzOperationalized.verify_seed_871._proof_1_2	B	445
CollatzOperationalized.collatzOperationalized.eq_1	N	7
CollatzOperationalized.Status.void.sizeOf_spec	N	15
CollatzOperationalized.frobenius_verification_complete	N	3
CollatzOperationalized.collatz_reference_is_O_inf	N	3
CollatzOperationalized.Branch.even.sizeOf_spec	N	15
CollatzOperationalized.verify_seed_9	N	301
CollatzOperationalized.collatz_is_O₂	N	3
CollatzOperationalized.verify_seed_2._proof_1_2	B	445
CollatzOperationalized.verify_seed_6171	N	301
CollatzOperationalized.verify_seed_871	N	301
CollatzOperationalized.verify_seed_2	N	301
CollatzOperationalized.verify_seed_5	N	301
CollatzOperationalized.terminal_cycle_T_4	T	1119
CollatzOperationalized.afwd.eq_1	N	9
CollatzOperationalized.Status.ofNat_ctorIdx	T	42
CollatzOperationalized.collatz_O_inf_distance	N	3
CollatzOperationalized.fp2_closure	T	6171
CollatzOperationalized.conjecture_is_O₂._proof_1_1	B	23
CollatzOperationalized.verify_seed_3._proof_1_2	B	445
CollatzOperationalized.collatz_is_not_O_inf	N	131
CollatzOperationalized.terminal_cycle_period_3	N	337
CollatzOperationalized.verify_seed_1._proof_1_2	B	445
CollatzOperationalized.branchParity.eq_1	N	9
CollatzOperationalized.branchMerge.eq_2	N	11
CollatzOperationalized.instDecidableEqStatus._proof_1	N	125
CollatzOperationalized.verify_seed_27._proof_1_2	B	445
CollatzOperationalized.collatz_O_inf_distance._proof_1_1	B	43
CollatzOperationalized.tanch_characterization	N	367
CollatzOperationalized.terminal_cycle_is_O₂	N	3
CollatzOperationalized.T_iter.eq_def	T	947
CollatzOperationalized.ffuse.eq_1	N	9
CollatzOperationalized.collatz_deterministic	N	9
CollatzOperationalized.paradox_absorbing_cycle	N	61
CollatzOperationalized.collatz_total_function	N	27
CollatzOperationalized.verify_seed_77031._proof_1_2	B	445
CollatzOperationalized.fp1_closure	N	213
CollatzOperationalized.arev.eq_1	N	9
CollatzOperationalized.terminal_cycle_T3._proof_1_2	B	445
CollatzOperationalized.terminal_cycle_T_1	T	1774
CollatzOperationalized.terminal_cycle_is_O₂._proof_1_1	B	23
CollatzOperationalized.instDecidableEqBranch._proof_2	N	41
CollatzOperationalized.Branch.odd.sizeOf_spec	N	15
CollatzOperationalized.verify_seed_4._proof_1_2	B	445
CollatzOperationalized.instDecidableEqBranch._proof_1	N	125
CollatzOperationalized.collatz_dim_is_imscriptive	N	9
CollatzOperationalized.automaton_terminal_distance_1	T	10755
CollatzOperationalized.T.eq_1	N	9
